pubkey,active_channels,closed_channels,opened_channels,age_days,asn,iso_code,net_type,sockets,alias
02bff75d2b5eb1863d247652f9acb2361471d8f0df0ccc97c4d2f77bc3b3710cc2,2,5,2,2498,9009,US,clearnet,206.123.128.176:9736,flat18.co.uk-LND
03b7a0e1f909cca6554feec940f2a302823c5ceee23af39d12249029d8394d49b0,2,0,2,1579,,,tor,h27ze35plwbtbc3ak7mnfd6iky6fplsbbo4rmizqjzgsrqbkz5se4did.onion:9735,tizzysabyss
0279616ea965690c26474a282efa87fbc6bd18afeadbe19d6fde73d7c12e3b5964,1,0,1,121,9808,CN,clearnet,39.128.48.103:9735,LNT.wl20
02c96b513ad3a59e1dc19908fb1d53070da4db8f9b36891b45751e44f522f26a3b,1,0,1,204,4134,CN,clearnet,110.184.150.3:9735,LNT.WWT04
0374474f210393328da906667a83b3951f0c99f8207cc2dc4786f27dea747ece9e,0,4,0,1410,,,tor,nqurtb2l3ih7drwmec6loju3e3amq7sz5taidwgun2i7jabkbslhbpid.onion:9735,0374474f210393328da9
02f0f572856c0ad1ebbd5e6a3cdc9e2b0872bf00f852cc70cd4a21e4a8077322ae,4,6,4,69,,,clearnet,0.0.0.0:9235,BiHelix-RGB00
033260d350fee61cd6e022817ba0d021d9fd2ce3e7bace324676c57a9cec567e27,1,0,1,136,9808,CN,clearnet,120.231.89.137:9735,LNT.xjw1002
0388a8b19b7689e7e71f4c6bb13fd91befbc80dbedb68a8590b7b451bf4b2ccbb4,2,1,2,1091,,,tor,shoro2pgswjil5jvnhz7r25yslpmph6u4ctlguujjvs3vcdt6b4amtqd.onion:9735,42god
02c744dab8621a8b285cc04cf227a2f5c2a7580490d6a6def3ee3e9417d05c3b0f,1,1,1,114,,,tor,sdxouh32soivmvi66bygwqrhucfyum7jw5am7aylzbv73i3xyaauxvad.onion:9735,02c744dab8621a8b285c
02e698e0de8284412cebc0aebc4f751000dc17cab3765fab5a0a1d65049742c6d5,1,0,1,155,4837,CN,clearnet,116.178.45.14:9735,LNT.LHL001
0384ac4abc30d01f1d6ebaaa468ede6c282ab4a598ea7b7f9108d0aa005b05de89,1,0,2,239,,,none,,0384ac4abc30d01f1d6e
03aa9eb99e399dfc94e7fa07f36db6b4acfd792fd644858b894c64274d91780c35,2,1,2,65,,,tor,fbtjzgk66xsfqirdxdea2im646ukuw6a7y4psy5esvvkm2ecizk7csad.onion:9735,Arno-Lightning
0372c3d30805e27319ab9e33631d1915ba6d976231acf450939b8530d4f08717cd,2,3,2,1660,,,tor,56pzhscwjxuflxuv3xpuyo2vup5fye5jaisr6e64kdlh37smcjzrqpid.onion:9735,StartLND
02c850b9abb292d975650d9f1bdfa89c436109dc21ec6823ee018ff554f54a43de,2,2,2,1043,,,tor,vl4fdb3hbz4ir6ndtf3c6a45ikqs7wsuxxhlnfhwfowktfvpnvshxuyd.onion:9735,LetTaiwanBeTaiwan
03841ab181aa66a9670aed5127d1943e009bf7ff2e118317e3133bee9e9390fe2d,1,0,1,132,4134,CN,clearnet,61.157.3.115:9735,LNT.xy37
03ced9a924f64486d05385f6a1c035a69a512a0b0b338ddedb0b5f6626668794b1,2,0,2,90,,,tor,xtejtaymz6ln4tgylkupmuph6u3y3coj5kpbjedtk743pdhiorryoiid.onion:9735,BitcoinMF
029752013c9e2f4474aadb4494f9ac010b8a4c149c0561a08eda2f2ab675ebe813,0,11,0,936,,,tor,zn4fosbmcwjvcwzbvua7hqipvhgwnepbyj3jusplvltegfwv4qr3aaid.onion:9735,hellasbit-lnd02
026c644aaca2fc73843dd9849fd1200ef66963391ba5e1bfd4f4f0dc9209f729ae,1,14,1,1144,197895,CZ,clearnet,91.228.45.103:9735,Hydranode-devel
0334df058d9a3a6dfd8e2a40074d20c6befeccc3e1728f7825756a53cf4b53e1f3,1,5,1,2155,,,tor,3pciit3myahaoj7ha5pecngo4ozn2vztp6b4v6gstr4o6tcnqulcmuyd.onion:9735,BTCDOG2
028476602ac965e402ee27e86e3c161cff422aaf8f80b7659de566df2e7afd3ea3,1,0,1,254,,,tor,kbyesqzyjqptkeap2hjxkztwzimlfqgvtsph5q6l6pcrhbojnovif6id.onion:9735,AnvilAeroCL
03e0bbab8f3136facf0216e0e0894624812b501d0a39575f665d77dc37a443ac92,1,2,1,618,,,tor,cuoyh7fdvdzjsuafofwsgpat2ndj5b23zjiofjmzofdt5x5td64i2fid.onion:9735,Lauda's Boite
03ba7daf296944def434fe39c064f284659e3f20465e5e6d8d42d7d890eb25e8e2,1,0,1,288,,,tor,4v74jocor5kpyexfnl6i5wc33r5uzcfvbzyfg7pduodxg2qa3utdbqyd.onion:9735,03ba7daf296944def434
021caa930b57a42c58ef86a099c7c136d33f37dc346566a1dc33393ceff238eb67,1,5,1,748,,,tor,rnkf6swj2by5akzdt3luu427guz67huoaji3txyljth4oyin7uwoxfyd.onion:9735,Barcelona - SantaSu
0375fe623727893ba3fac26883767f5072087048ad8c1b4497e291a065e98e626a,3,17,3,1135,,,tor,xxrxnwf6e4oefhuesn6noxhssknuw245y3zxnpcn57rkcwgw6kk6qnad.onion:9735,0375fe623727893ba3fa
03dc13d5bb49081de13345a52b3be3c2a1429577a7a9a3b7d08467694286af0565,1,0,1,152,9808,CN,clearnet,183.227.125.100:9735,LNT.zzy003
02f73584f8e392e7dceef45acdd25ac4dbf8aaa4fcd82787ad13c254ab477e4af0,7,0,7,45,199636,FR,both,"45.80.35.86:9735,pfvjkew5t5g62ts25ihzcvbfsh2ttqvuqarilk4dza7fokbmxjphriyd.onion:9735",HackysLN
026b8afea8688bc3dffa93dd8df44e9cf772f294272cdf497b5da182dac97ffc50,6,25,6,279,,,tor,m6av2zco7bgmp2lskovhrdrc32xrfq5ay255k4xf6yf5r3no4njpboyd.onion:9735,KansasLightning⚡
032ef154317acbb4077182eb1e74c75bdb81580fb51c3461c14c062491f9f6723d,1,47,10,1745,,,tor,6uj64lhhj6ugoufzuvyjxnmknosbpsv6j7gy5znjoobcznhgkp4mwoid.onion:9735,Vladdy
0295b1ce579cef1b622a9a4c55ae8c777178cf6390fffb1d8aed4f4329cc13c78c,4,1,4,57,,,tor,ggfldfgdvuvinmilxqooe6h5uq26js74fnyyuedg3f5mzo4ooenep5yd.onion:9735,Myckeul's Node
03795b7703c2b4f53dd9df44f8023d75a2dcc0b6cb9bf8452b960bd03ca9a5aa85,1,1,1,345,,,tor,kq5n6ixsofjhqpo4cqgjjimzxtvz6o4npq3usdkyebz7kra53oo6knad.onion:9735,LATENTWALK
027c7b9f3535fe0344c45d8839d0b47f8b8261c5790182a2c69aa42df0e5abea06,1,13,1,1567,,,tor,usrbaluv7ucbznh7ev5gfzfszqxe47ngnzf4qgflghzm7vtlq2eog6id.onion:9735,Orange_Boar🟠🐗
02eba298192bd77586739864a32e60c397da4c73d565057a50f9f08effb5669ce9,1,0,1,173,4134,CN,clearnet,182.150.99.140:9735,LNT.91105
036133f41d42783bf62b19e669a4dc3034df0720f44884d78ee7d89d0c5d21ac8d,1,2,1,2446,,,none,,
02e113dc70965e608ba18097e8d436a12b5496adf2245792f4e58168f815f3e882,9,78,9,2545,6724,DE,tor,qywovjgndw4scynoxmxtoina52dao2qsro6rhcahbnijrrxkt2glohad.onion:9735,btcbrother
028d5bf2f6e719b99e6689684887c54823f7998309cdf2b41f2c227335235cd373,0,2,0,276,,,tor,uvxqwnqn5ergw7p6oial53gtnorlu47at6bvirqizobuiezxwvyy2vyd.onion:9735,satoshi-box98
035eef0b6d7c23b22fe39188ce6668a4b746797aec59cbf650fde3d49e465c7514,1,6,1,2458,,,none,,martijnbolt.com
0320087f97186e6eaac8c12620de71823680076f5407ac3fc98cd4b8ee3f114bf4,3,11,3,1230,,,tor,3aojoligzpgjyi3sagv2otkmn7xv3jycgtcrct4grd4yyvgg6g4e6sid.onion:9735,0320087f97186e6eaac8
03b0a007d4edc0fe98c335086606bc401203c8c3cc6af754be8a7813567bac0ba1,5,0,5,70,,,tor,ascx4e5kdv77pd37qw5w22ldd5biohv4w2sf6uf4mjq2e7pwqlvcefyd.onion:9735,03b0a007d4edc0fe98c3
03f1b36c1fbde8fcaa8212bbc2c36f3f77a71c4925308b5a8aba4aa75be5e7d922,0,6,0,572,,,tor,gmpld3jai5kc4scvmvuy7whvtansik7a3znd3tny6uti5xk257cznkqd.onion:9735,Perseus
026cd1a69fee4c9eab263c0b66e27ffbd1385f52ef9d3ce357c885c52d458270c7,1,18,4,2753,16509,US,both,"83.162.194.76:9735,pcx2hpexohgl2xtfldh2g2wkibjvglc6y3nde4vgfir3vqvesxudkrqd.onion:9735",Amsterdam
021e9bc4249f4e7f4cf4d85ac623ffb4f724f3d7b7fc3c1fa729e48c91cf19dc18,1,0,1,49,9808,CN,clearnet,39.128.49.55:9735,LNT.wl0259
039ab669721f7d779df02571b4d21f802a5c6e5d5ec0e52c1af80573d74988d0af,1,1,1,1590,,,tor,fjkxfjmuq2ici3mn3ubnmxvdguikvqebd62jvozssdwdexsffmbq5ryd.onion:9735,Serving More Beer
0277a665ad93d26c94e953cd8c9a54a8dc377a8a406519e584ca93c8d6ed227644,1,4,1,1521,,,tor,5ueupguhx7ej3avj4uenf4pqg4awg6sftkiqlohqwykwtq3bnhqkjkqd.onion:9735,Glorious Nipples
020b638c3d92059222b4b92f0dfcafc542d3946444c285637b2ef9640ffdefa606,2,3,2,129,,,tor,6t5tr7ehbhphtpa2svthtg2zudueysqwrnsdhfsyykiwfvrkznjjvrid.onion:9735,timberlnd
039f121dc02dbaf102d2003d3dac09a636067badb782e5bc09fe2547f688f79bde,2,9,2,1352,,,tor,fobrkbu63xksgrt2xl54tqx4pmg7v5yzcrfqwzmged57utrfus3owoqd.onion:9735,039f121dc02dbaf102d2
021edaf66b3f4a78ab99d6012ffc9d4fc4ab818bf4411d2480a14608f7aee7ec9b,1,0,1,198,4134,CN,clearnet,118.116.33.130:9735,LNT.yxw-13
03ca8cb77d477f50f33d969e1d3bd0a3ec88b6f2327a762f4be6ac1800e0814ae0,0,4,0,251,,,tor,ps4dh2t7mocjjtwdjyzsxryjhk7jhzmfpdqgb7adguzpnfvfrxabumyd.onion:9735,junior.lightning
02b65c2d121a229b3df188d3b90599e398bbca05388a1b4ff74f3c9d4ead20d0ea,7,6,7,661,394745,CA,both,"170.75.162.188:9735,3ve54cisvgoj2wsulil2eobwu6tbkh4mohquqrwuuce4t4qcvbj75fid.onion:9735",my2sats.xyz
0382bbeaf6920684efd54608b307d9168ceb450d88941b55df8df88dc6049ec297,0,6,1,1513,,,tor,bysgf2ffgpx6u2arc3jmifjhphwpafckloacadcwpdsdq3qxpjzs5qqd.onion:9735,accruvia.com [LN-10]
03d2b2e9ad23785b9a741b7a727a4cc3869c3d3c8442b92748c31a0cad4ae67e56,0,2,0,36,,,tor,kkh5ur5tkokewxvrsec6zxhuwgnqw56xyfueq6olnlrcrshcwo25jwad.onion:9735,MiNode01
0343fd0d0bb3146bfd5919b3ebe7d336eec66544d55ddce458c01e456d1865e7df,17,1,17,47,19318,US,both,"69.169.108.177:9735,3lutka5lfnxolnoisoscge5hhwdrbjvygijbliib5kgh2hvpislwygid.onion:9735",SempahoreNode
0289b7bddeda923c7380141f32b60bc12234be58f59fe883cd2a2c7fd46931d1fe,1,3,1,693,,,tor,5dx2hccyw2wkvl3ygx4pa2u6nk63pqbldhs4a3vgxuq4k4saownwzzid.onion:9735,0289b7bddeda923c7380
027c7a12964353805dda90dc6a3aceb195f8873856d73539c9bdfa73ad3bd691ab,13,31,13,1015,24940,DE,both,"159.69.32.62:44262,iashf2t3h63pc7d3vd52lj5aahjrufepbsmmzkf6yehfpc3axcm7zbqd.onion:9735",margincall
031f3b9c62afed62f9939ac4abc28dc4bf70b198a8410b3634e5676462f5932fa6,1,1,1,440,,,clearnet,[::]:9735,Alby Hub
03b28b2624c853790a65026675b2bba98bb0acc28658c60bd95b299b4550fab176,1,0,1,147,132203,ID,clearnet,43.133.146.243:9735,LNT.vase
0287fc6f106cd8daa080772b17f2ec27672a84d2ac92d097d50102376febbaac10,1,0,1,53,4134,CN,clearnet,106.57.158.151:9735,LNT.wl0233
02be70303ef57de6fb62da1accefd5757616819599c94608f587006a230878484a,2,12,2,2518,,,tor,r5cdmh2pqtoih4ul.onion:9735,azufre
026433e9a9ed0d87f6b61ff94a9c5b8233cdd4c6bef6d99479b2618861076cf4f4,1,6,1,629,,,tor,qubfdvosyihden5236tm4nnmmm2vw6ditrcpomgky7efw7m65kja2bid.onion:9735,Wyatt's Torch
03ff74fe0b13e7f268b8804a07bf5b691f093540426adb0e9f4cc67f03667beb80,2,2,2,1068,,,tor,ldhowob4ebgns6tge6ajookd3kjcvfiyt5xhgczft7hinhlhgkx24iad.onion:9735,mynodebtc.com [myNode]
0342ad4869a34415d3f04b7186f116017d5212aedb1fcec6f345c2c8c7d5c18c1f,1,0,1,47,9808,CN,clearnet,183.226.224.37:9735,LNT.ZX02
03f80ac42485f24b4b41c58127572d4cfd70f7069dbb2765bfb36e51a0ec8b9c78,1,1,1,496,,,tor,4nthej6acgzadymigvupu2fojzss3b4jxdxm3ovwcimt4ndsex65diad.onion:9735,skybladephoenix1
034ca101ba5efbf11e741613aa671abb94338ee392f2fb0df0060366495a4337b3,2,3,2,262,,,tor,mqyevb2b2ovpxzwx2jw4o77eyzgxjgfmm4vndisy7m2n3miym5crjcad.onion:9735,Arm-dn-1-nodE
0269183e41125357cfda30cc35bd0e24bb6232330dbabfac8736dbb01a416d2a6c,1,4,1,1690,,,tor,h7exjngwjq5zwe5sgykmgf3okrupd22mvbgfvrzfmvzf5lg5vsowfkqd.onion:9735,Adam_Selene
0330d022de57ae06621ef1ec2af20696796e8f458c9a5bd67b6fadeb39e6c75d88,1,0,1,127,132203,ID,clearnet,43.133.146.243:9735,LNT.quizw
0212d49d57f96ffd1ff4c82f9a44d646b5f62ef7ff9a1ce0d2aa75d13534286616,3,4,3,993,,,tor,57j7v3mn2orimkko2n6s7fhfigergzszf6s6a7le7trt6u7p5nlhgwid.onion:9735,13Prime
031005b90058edcdb6a85e8071a5e9dd5bcd4eb0239355485b495e00e652a6b03a,7,48,7,2338,,,tor,4yrqspvlpubz5v6y5ibaihmc6rdsb6hhdsi3luledklyvt7fdv2bodad.onion:9735,Patsak
03aed93a4d0ef60f7c5f4642a096d05a41e217ad4977fed3fecb638879fbc884ce,3,34,10,2575,,,tor,u6542ev3pl5fw6kkxrvwkmg44rsfeeh5awvv4pavlknsyhkmgjvwh4id.onion:9735,AlphaZeus
02bbdb651e501e91703aa2448c0d66108a80d42597555b187610e09295706d84b6,2,1,2,209,,,tor,nahrdncabwm4vuxanmq3iohzaip5to5wnbrtrw5isoxb2ksxv56zi2qd.onion:9735,GXsirius
0348b3f80f89a228d72730b750af20c6249878b8cb45171950188b69fb46d5825c,1,0,2,1751,,,tor,72ppzrro7oq3avwth4yftzebobpmhk3tjgfejadwvfkzua523dl7plad.onion:9735,0348b3f80f89a228d727
03dace33e4debe34db7e01dd29191c4b348760942320039e00079085adf9f1a1b1,1,2,1,1887,14618,US,clearnet,52.90.138.120:9735,b03641f6e6e3
02a1fdb8e3d49244dd6da6c43a60411ba9e5e7881071c458863427f67400feb55f,1,0,1,148,132203,KR,clearnet,43.128.148.247:9735,LNT.auful
0221299f99b760f35851a3a6ae60f62680b79ec02a34c3b25f6ba1e0ce9da62ba7,3,4,3,254,,,tor,j4d2f34vapi46stuturfdqlbc5jdi5duznv7gue5xxkf2l3iwn6wbiad.onion:9735,Melenkurion
0284148066cd12c179c4b91f5666a613ef257f929c26fdd9e73cd49cfe7f089bae,1,0,1,138,4134,CN,clearnet,14.106.207.78:9735,LNT.bsj015
03fcd281ebb281019553ebcc10aceb8b9986361e955e122e5b82dd2e27572c2dad,1,0,1,126,9808,CN,clearnet,111.18.33.63:9735,LNT.cc005
02dfc0404d3c9774974286655e5ef5859617e8da7ca291db6afc602a6b70db3537,8,30,8,712,16509,AU,clearnet,13.54.0.74:9735,old-peculier
0348a2d7bf8225013cd7f95f85fc33768b9fb534e55bb793e268bea333e0ade634,4,7,4,1781,701,US,clearnet,108.29.72.246:9735,mynodebtc.com [myNodeFD]
02f1d1512ab497182ef29b3faaa677379d96ed096c6a605bf5b25e9365921d3ccb,1,3,1,1633,,,tor,45ve6ezou4d6ztubaxdcauj2xr27d23igcuihbldy2j6o7fcd2naf2yd.onion:9735,parallaxpie100
02e3da6a6a3162945543b25caaa6f2adb7fe743fc49893cfd9ae5964289137053a,1,1,1,1755,,,tor,wdmlhzg4vemacvoh6vay6n4vz4kn4p5uuigr42ugddipaubw5wpsdtqd.onion:9735,02e3da6a6a3162945543
02b8b6d06e55a81b30b4a938124100a2135890955fc01047a0c175496da1d37484,1,0,1,188,9808,CN,clearnet,120.229.33.114:9735,LNT.lhc17
0213331154d3314ebb58b985ea9a32d65c5667381ab4a3d7736327bcae5a98ee13,1,1,1,617,16509,US,both,"54.244.234.100:20237,uiea32mxqzb73iidonuinjp45f2nwhkeggihviajt4snvkswqbptgpqd.onion:9735",plebdev
02740f9ff4873fc644bc3003ae3ba748f6c961198d0192fcf4d6786e6862e16503,1,0,1,184,141739,CN,clearnet,14.107.173.252:9735,LNT.ysc005
02074423e46bb687a7d30142d926ba32c9127672b758a4b58a97ea84c32d3c3bca,1,0,1,139,4134,CN,clearnet,61.157.3.115:9735,LNT.xy16
033c89e9e4e80afe474a2ec9ba6f5a90107022893de7e0a13db7e2b86f41f7ed3a,3,19,3,2640,,,tor,5zlpudqwy5nflrdzwnvcfpvwrhf7id2tlchezgn7o5papuskefhf5had.onion:9735,blitzenlights
02fdaacd4464fd8c45848548875a4c17b6cef133a3c7423a08ab1f62e105fb0cf5,1,0,1,135,141739,CN,clearnet,14.107.173.162:9735,LNT.BS01
0328b5d9d56c4f4192f4687611dd200765157d07b721343b2247472d386d551cda,3,11,3,656,,,tor,ptuyhv5rwdajfqeriqytnbs6vcuynsditzajd3ycintuggczji3jxlyd.onion:9735,HAMBURGER
0259a23382971c70d2544cb581a20f8986a67cde28210f16b526838447e2b59872,1,0,1,127,132203,ID,clearnet,43.133.146.243:9735,LNT.strawberry
03728ab64d00da1b9f16106af398a0fff8c7be00e2e0a3a14370b6217595dcb6b4,7,13,7,452,,,tor,wv7lig7tglnizpq6fplamqnb4zjpln7iotbhzhut3q3srsvuv5haqnyd.onion:9735,DIVERGENCE
02a4acf2042a6527daf094a331005c805146389c7b2272299335c9fbae2da036aa,63,123,63,1521,,,tor,gjmq4vrzgwj4yjorowdp4r5me266kgr7yzyscq225y6inowlh7rx66qd.onion:9735,funklnd
031693c3ec383f4ae47bf3c122aa884dd61fac65de5af9371b460bb152927a4498,2,6,2,255,,,tor,sy6scwo4343cjgw3zadxwm24qe64feagn5ourpldowukkejotbhmdyad.onion:9735,flow111
03eb828b7cfb337bc48ae4d78e9c96083b7534163da524899be64587c0686be755,1,0,1,112,4134,CN,clearnet,202.107.172.186:9735,LNT.hasake004
02d5279adc474b4fa2df75d03115a9dc529dfe380ffe5e6b3be6ef4b88a13d29d2,1,0,1,187,9808,CN,clearnet,117.188.221.220:9735,LNT.Lzwzhm
0382d4e51daa0a55a8f14c6f58e88970ae6c370beff8b5d11f4811625cc2bbfbd9,1,0,1,1106,,,none,,
02e4ec3ea546e50439a9b87cb8f8e3e355644dafa3d6c818ad1db36907fc1632dd,1,6,1,1214,,,tor,xn4gl2bvnfpqaswlksfozm7xc7r6sorpsyxcv7jgjzzllzjiwguf5vqd.onion:9735,lnd@pi0
03fcc53051a4796b5c0ffde3a3c12acbbc3b0f4a71d69f7fb08648804567d87341,3,10,3,1118,,,tor,azpoknr5chojfskqbqptueovrou3jnz7vikz35portdr4dwls2sg2qyd.onion:9735,SatStreamer
0384e9a13236f14854d7ede62a764fe4b9d4122601ca62a89b54f9356704027104,2,0,2,346,,,tor,5i7xbjmzgxzfe5hv6pplkxsexi7txzvgmey6yjn5ffzc7evoc2cuc6yd.onion:9735,Lifeisshort666
026695edece501e85b026c0811ff0e57ffbe9237a1b58aa58521aa90d8b73d748c,1,0,1,59,9808,CN,clearnet,39.128.48.139:9735,LNT.WL0178
02a54346ac9cf4510fe0917c59f56ef09b7b72b2bf6dbd73c82976db3b09e35aa0,3,3,3,201,,,tor,sjkomnuivy23rzz2iiuzsscxk3jnhyfzyfgsiojgc5oghgmtf264icqd.onion:9735,02a54346ac9cf4510fe0
027305fc294bf3eaa1262dd58b0cdd1533216b84b3db61ed031535d0909e24e143,1,2,1,1822,,,tor,62ubpejodspvwqsu2xxcytanelphlv6znvyqeakjzvwbwfv3sndhqlid.onion:9735,027305fc294bf3eaa126
0276499dd9775f36cf95506c16e14ed6ec4cf230e8e5d341a441e1190d3f9e1e4f,9,59,9,1130,,,tor,7uwdcv7ks7ws64pxbllaof23zfg4gcqwusow5vjpiv2ct7zgzx2ltbyd.onion:9735,FreeRoaming
031355b5ccf84b32a8599c7ddd9af8f656bcbfc3bb1910ee0a7234659365a841a5,5,13,5,1709,14061,SG,both,"188.166.177.210:9735,t5c252w274j56tnmg3mbfijbjwtbazgpreihejdrgeu5emyl3upy3uyd.onion:9735",noabtc
022744d4382c28988fea6f49cc337424029d8bbecc7236a8bcea97ce4f23332b2a,1,2,1,675,,,tor,f3urn56g4ackvd7d6nuaxvz6zbmczo7wj3jn4g6bsk5uma4bo2rja7yd.onion:9735,022744d4382c28988fea
032cd1bac674b61e993c9c0afe8efe23e3b1eb30246719010f2cf0f1452ee21e2b,45,91,45,928,42000,CZ,both,"91.103.160.215:9736,l37fatn3xqp2msebagkxsyh3cbxswqfah5i5kzkrq22hgj7nku6dv5id.onion:9735",ln1.BitcoLi.com
028d276f746c0df221b299f548813a86e83f3d7a60a8c2ef45d49830c473d0a655,1,0,1,196,4134,CN,clearnet,61.157.7.216:9735,LNT.YXW-24
02a619f265cde5eb77f3cb4e3158a8340a7ce4184a39c42e3a32893f53e2e3f82b,6,161,6,1927,24940,DE,both,"159.69.32.62:31230,7ha4xx45rhxy5hg4askvchwr7kgd6fueupr2gq5yvzfmbxjey3vpn2qd.onion:9735",Private Routing a6-83
03b3a32526f05c45b70d02cbc98b475503c3c97e13d9daf15e5cb632b8adcdad9c,1,13,1,1552,,,tor,4hylvyatxgfowuzlo4fdcpmcomvtgcayemmipphfx5nclggpfymk6syd.onion:9735,03b3a32526f05c45b70d
02870bd48d51105fb629827074cc3a5c6cce5ebb0f50199122a463f43befdf928c,1,0,1,195,9808,CN,none,,BITLONG.bitlong
02132489e786108926e282e279b13ce35c485fa47b5c7a43ba06f2fd483f42828e,1,4,1,176,,,tor,pnduadfdify47hoiveou47kcok3ewlrgrroxxpoun4xq36qmrf7ehtid.onion:9735,Cyber-Rex
03560f67448bf82940d2c8b1236d3b3fc74b06a314956788f6509087170eccc4c3,2,19,2,1507,,,tor,f4jwdhivxs6e4mfadc3dprmyi6as7lbfpejxqq6wznkd7fhszpaytkyd.onion:9735,HicEtNunc
03e4356de7f0e46806e9eeee1d9e9deb90da4f0e780c932c0bd97016477bfcb167,1,2,1,387,,,tor,j7ctcvg34a2po7a4hyvcfmr6xiiy4k4japrnvn5vwda4y562ecxpcvid.onion:9735,start9-h1k6zhoyl
0387469cee48841894719aa6a58f18deeaa5e747eef7ce14511dbfa961ed23434a,1,0,1,1293,,,none,,0387469cee4884189471
03a3633de989fc7405ef64ea165efd5d944f27ce9dcb90d73dd4808af8ec483dbb,1,7,1,1732,,,tor,dzcuswyn5ns6s7oo3fwyh3uxyg2wruiutzqhf2e7bvnmiwewrfcnm6id.onion:9735,03a3633de989fc7405ef
022ea68ac7588959a6a4829a5ff176c296329d614b90b3f5f4456b5d6130ea50f6,74,208,74,1723,,,tor,6ozfljaeyguxijydmjlnbfpsra2kf5oo44wn3mhwwtcudiopxuqcfwqd.onion:9735,The Nodestrich ♾️
02058a29920854e5088ade34a0f89ca9c89464d6d6595c2942eb13047580a1192b,111,296,111,1526,35613,CZ,both,"176.74.136.237:9735,23fhze6sj5vg7z7ie32yoysmce2qmxu7rcodedvzcwkrbfu35lamwwad.onion:9735",AgX🗲
03527a604ea559dffb568dd64a8bb1f61f09839af69a134446bcb323200b818bf2,1,0,1,187,4837,CN,clearnet,27.10.94.207:9735,LNT.Zm003
03ed860d4ec1093086adc2dc38d2470e32e8d8a805b6c440c930a4f5906774a882,1,0,1,147,132203,JP,clearnet,124.156.224.151:9735,LNT.oo
0203d3379ea43a009d708ed3cffd805a6aede85b89c59a22d3463a4d955dad228a,1,23,1,1667,133480,AU,tor,yoamctj7jlzsgxfeqz3sgcisy5ipbruts4wfsxqf7lcihqylw3x5gwad.onion:9735,OlLongYonzen
031270b50652f780f648f04cec8c9a50ac58b58abd3696781ddbdb1c757725b346,1,0,1,108,,,tor,kmabwdglvsre7nautcm4icflqm4qk2usq4xdli3omwn4czhiesezicid.onion:9735,A-heast-C
0211951b1bec28fe3173db1147bdbb2f377abb552123cbc2ec6b38637a57e18cd5,3,3,3,1432,,,tor,icncjnqe2ld7zctpnjul5bi6y5px35npox5fniuyuc6wzi6zkr4veyid.onion:9735,ToriHada7
02039029e390f6d00e1973044b7dad2c941076cce25cd4c70ac789eaba4d3ac242,3,60,3,1716,,,tor,6iufmhuhy5q64wehzqbz5dwmfnmgo6tmljra5rulfhy4dzrrwkw576ad.onion:9735,Lokul
03c67476f6cddc6c779bb4d5d7b990dc937f12e16feb531d49867c6812dba0c462,1,0,1,165,,,clearnet,60.233.8.82:9735,LNT.jcg001
03fc7e1ff4dbdbda75cdac73b2389ae1b61ffb951158d0ad5eb4de652a8d9b8ace,1,8,1,1582,,,tor,6rermviuqx5tkqeka43zpshiwd5loerluba5fme6efifszallff526ad.onion:9735,Macaba
02322d0783681af1d6ef62ebcaa5f679666933246abf0c6d9d897a736d47dcd466,1,0,1,160,4134,CN,clearnet,218.84.124.58:9735,LNT.wj007
03eb794413be3ce47ae99a510ba5f8534b46aa81a86ec531ac9a81ba8f8fd97d5f,1,9,2,2483,20001,US,clearnet,172.248.238.198:9735,zygo
03f569bd3643949c85bbe69bbe7ee8966ef947a762b14e1e9de73ff694517cfe78,1,0,1,271,,,tor,elxakgzc3zfygzhvvsljrcjf4cut3ke5nbrxbiz3mb3herba23pl35id.onion:9735,yetifastaslightning
03262d1322fdbba8d553c946de2e1d74c8fcbd7a73a4ab3b9d59a4893bccfb6c62,1,1,1,612,,,tor,4jqohp7ocojo7jjuib2b7qfwbetrb5m2cophlgypjd3w4cfaptb4niqd.onion:9735,HGW39LIGHTNING
02330ede6e46ae01ad4889ba0192ca9043873a75ea2b5497725a0ba2b10a837e72,1,0,1,40,,,tor,ygyychtoff4ar5debj3j2xi2oxj6sgtnsygyfkai34gdfzzptkw7uuyd.onion:9735,Enlightin
033ff1a8e2211ddf6eca76a80bb0af72178543e8fe0fa36136fccda6e9b8545a72,1,1,2,887,,,tor,ufa3ionfi73rt2voexb5fjbzxycykpokjlsqckm73xkkf6rxrhrdfoad.onion:9735,033ff1a8e2211ddf6eca
027ab29c9198b472c7579e128f611e168531f921025d5ee8f1f392958f5faa5b84,1,1,1,1483,,,tor,xutve56gecpguj7glgubqsciwlspifytmjubxloyg2f726i73isi24id.onion:9735,bitper
02d646c694046bb2f54bc824acb4a7130f8ac5ec4d51faea2c1c65cb3a8d02e09a,1,2,1,799,,,tor,njz72gkcrdhpcsabwofg5juurmq27ounvvxgsshkfd4tc4nb5bdts7id.onion:9735,iFloatOnTheBreeze
03052d53fcb28c02f7e8e69722eef5cb1784da8054bc0940858fcaa9047ac3aa9e,1,0,1,47,4134,CN,clearnet,182.150.99.140:9735,LNT.91103
